town,age_group,males_white_non_hispanic,males_black,males_am_indian,males_pac_islander,males_hispanic,females_white_non_hispanic,females_black,females_am_indian,females_pac_islander,females_hispanic
,75--79,1284,116,1,6,50,1917,189,2,7,72
,80--84,910,47,2,1,35,1597,105,2,7,46
,85+,651,31,1,4,27,1603,83,2,4,46
Waterford,0--4,445,14,3,17,23,367,20,4,27,18
,5--9,539,20,3,21,19,549,15,3,24,27
,10--14,567,30,6,24,30,570,20,2,31,21
,15--19,473,25,3,17,21,440,24,1,17,15
,20--24,260,15,1,7,12,234,7,4,9,16
,25--29,303,9,3,8,14,331,13,4,8,9
,30--34,507,17,1,16,13,562,17,1,24,20
,35--39,684,16,7,32,22,728,14,3,27,17
,40--44,745,13,2,18,16,786,12,4,22,16
,45--49,702,21,4,23,15,696,23,1,25,17
,50--54,607,16,6,13,12,591,14,0,11,6
,55--59,536,8,1,10,11,565,7,0,9,13
,60--64,429,10,2,10,3,451,7,0,7,9
,65--69,375,7,0,7,8,461,6,3,10,7
,70--74,392,11,4,9,3,482,8,3,4,3
,75--79,317,8,1,1,2,454,8,1,5,5
,80--84,216,3,1,3,1,357,4,0,2,1
,85+,124,0,0,0,0,325,4,1,4,3
Watertown,0--4,568,8,2,6,16,596,7,0,18,27
,5--9,719,10,0,10,25,727,9,7,9,18
,10--14,767,5,0,21,26,780,12,0,12,24
,15--19,629,7,0,12,19,655,9,0,11,26
,20--24,466,8,1,8,11,426,2,3,9,17
,25--29,510,5,2,12,10,516,10,0,11,15
,30--34,677,8,0,16,13,726,9,3,10,13
,35--39,869,5,0,9,18,929,3,2,15,24
,40--44,919,4,2,13,9,1026,10,0,11,23
,45--49,878,1,3,14,16,839,3,0,15,13
,50--54,783,7,2,9,4,791,8,0,9,8
,55--59,594,6,2,4,6,561,4,1,3,5
,60--64,388,2,0,4,5,454,1,0,4,1
,65--69,360,1,1,3,2,391,1,0,7,2
,70--74,339,0,0,2,1,407,1,1,0,2
,75--79,247,2,1,1,0,409,1,0,1,4
,80--84,164,1,0,0,0,308,0,0,1,0
,85+,103,0,0,1,1,284,2,0,1,1
Westbrook,0--4,155,5,0,2,7,165,0,0,2,6
,5--9,190,2,0,3,6,184,2,1,4,3
,10--14,203,4,0,4,2,187,1,0,5,9
,15--19,164,3,0,6,11,123,2,0,2,6
,20--24,106,0,0,9,12,94,1,0,2,7
,25--29,134,3,0,3,7,134,0,0,3,6
,30--34,204,1,0,7,8,213,2,0,10,6
,35--39,252,6,0,8,14,242,2,0,3,8
,40--44,263,3,0,6,6,262,0,0,3,11
,45--49,233,3,0,5,2,223,2,0,3,3
,50--54,217,0,0,3,2,264,1,1,3,0
,55--59,210,1,1,1,0,207,1,0,3,2
,60--64,140,0,0,0,4,162,1,2,1,2
,65--69,129,0,1,1,1,145,0,0,1,3
,70--74,115,0,1,1,1,161,1,0,2,0
,75--79,94,1,0,1,2,139,0,0,2,0
,80--84,66,0,0,0,0,120,1,0,0,1
,85+,39,0,0,0,0,59,1,0,0,0
West Hartford,0--4,1427,93,3,144,172,1309,119,3,151,169
,5--9,1495,131,5,110,232,1482,143,0,117,200
,10--14,1557,158,7,105,219,1551,138,4,132,219
,15--19,1478,143,1,141,195,1400,167,5,121,212
,20--24,798,71,2,75,123,886,116,5,114,125
,25--29,1146,82,2,144,128,1191,116,2,155,163
,30--34,1370,98,3,144,146,1540,125,3,153,193
,35--39,1685,120,2,144,151,1908,161,4,164,211
,40--44,1919,103,1,129,142,2091,135,3,130,165
,45--49,1943,86,1,111,102,2184,111,4,111,126
,50--54,1830,77,1,99,91,2014,90,4,108,108
,55--59,1221,28,0,73,49,1400,42,0,64,52
,60--64,968,34,0,58,42,1277,42,1,57,42
,65--69,989,17,0,33,14,1210,40,2,24,46
,70--74,1058,13,1,19,21,1449,23,3,29,34
,75--79,951,10,0,16,20,1512,19,1,24,18
,80--84,798,9,1,5,2,1373,19,3,11,14
,85+,671,4,0,5,7,1847,17,0,7,10
West Haven,0--4,846,394,2,78,258,936,380,2,81,274
,5--9,1002,427,2,44,258,1007,388,0,35,242
,10--14,1113,438,4,45,213,1068,390,1,41,207
,15--19,1071,379,6,42,200,991,353,8,39,198
,20--24,1188,313,3,95,241,1235,320,4,109,245
,25--29,1129,272,2,161,251,1147,323,8,116,235
,30--34,1256,317,12,129,260,1316,434,7,98,257
,35--39,1463,337,11,94,183,1473,426,5,55,236
,40--44,1550,301,2,54,186,1556,381,4,51,176
,45--49,1324,235,3,50,112,1468,269,4,47,127
,50--54,1304,227,5,29,68,1368,277,6,36,79
,55--59,896,164,2,25,64,1074,209,3,24,61
,60--64,750,117,4,13,29,786,154,6,11,37
,65--69,680,80,3,8,20,831,94,0,9,30
,70--74,713,54,2,2,10,958,69,1,8,20
,75--79,625,38,0,5,6,958,43,1,8,8
,80--84,394,18,0,2,3,761,29,1,3,13
,85+,264,11,0,2,1,604,23,0,3,4
Weston,0--4,375,4,0,13,9,367,8,0,10,11
,5--9,546,3,1,10,10,529,3,1,11,11
,10--14,470,1,0,9,10,453,5,1,11,10
,15--19,276,4,0,9,10,242,2,0,11,7
,20--24,64,0,0,0,3,81,1,0,3,5
,25--29,65,3,1,0,1,80,4,0,3,6
,30--34,174,1,0,4,7,205,5,0,9,7
,35--39,386,2,0,4,7,461,2,1,14,16
,40--44,478,2,2,15,11,547,4,2,20,16
,45--49,476,6,0,9,8,487,8,0,21,7
,50--54,402,6,0,9,5,396,8,0,6,15
,55--59,332,5,0,2,2,303,3,0,5,4
,60--64,201,1,0,2,3,186,3,0,3,1
,65--69,177,3,0,2,1,163,3,0,1,2
,70--74,141,1,0,1,2,130,2,0,2,0
,75--79,78,0,0,0,0,81,0,0,0,0
,80--84,55,0,0,0,0,54,0,1,0,0
,85+,23,0,0,0,0,45,0,0,1,0
Westport,0--4,877,13,0,33,30,877,14,0,39,26
,5--9,1117,10,0,28,23,1105,10,0,37,33
,10--14,981,6,0,19,29,868,8,0,25,26
,15--19,568,8,1,14,20,564,12,3,27,26
,20--24,169,4,0,7,7,218,10,2,8,11
,25--29,213,7,1,7,11,264,11,0,18,20
,30--34,470,8,0,24,21,678,13,2,34,27
,35--39,1013,8,0,39,23,1169,13,2,44,37
,40--44,1159,13,0,35,21,1252,15,1,43,28
,45--49,1033,11,0,16,21,1121,17,0,36,28
,50--54,942,13,3,24,11,975,15,1,31,28
,55--59,796,8,0,14,8,859,8,0,21,21
,60--64,578,6,0,6,8,591,8,0,7,11
,65--69,468,6,0,6,5,553,6,0,9,8
,70--74,503,4,0,7,3,544,9,0,7,8
,75--79,359,2,1,4,5,462,3,0,1,4
,80--84,207,3,0,2,1,255,3,0,1,3
,85+,138,1,0,0,4,269,5,0,0,6
Wethersfield,0--4,621,26,0,23,54,537,22,2,25,69
,5--9,657,39,0,24,67,613,25,0,18,58
,10--14,688,32,2,10,41,693,19,0,21,51
,15--19,546,20,1,20,24,526,14,2,18,47
,20--24,398,9,1,10,21,397,9,2,12,35
,25--29,482,14,0,15,50,451,33,5,28,49
,30--34,726,23,0,26,39,746,34,0,28,75
,35--39,858,21,2,24,64,966,35,0,25,53
,40--44,899,34,1,16,37,1010,29,2,16,46
,45--49,820,12,0,14,20,980,22,1,20,30
,50--54,851,13,1,14,23,924,15,0,17,21
,55--59,665,6,0,8,18,783,9,1,7,26
,60--64,572,6,1,8,21,663,11,0,5,13
,65--69,583,4,0,2,6,765,6,0,2,16
,70--74,642,7,1,2,7,834,11,1,3,3
,75--79,572,1,0,0,4,817,6,0,3,11
,80--84,349,4,0,2,3,624,3,0,0,2
,85+,252,2,0,0,1,598,5,0,1,7
Willington,0--4,125,3,0,4,9,131,3,0,2,5
,5--9,133,3,0,2,5,162,2,0,4,3
,10--14,199,1,0,4,1,193,2,0,2,2
,15--19,200,3,0,7,3,156,3,0,7,3
,20--24,440,5,0,24,25,494,14,1,20,10
,25--29,160,5,0,20,5,114,3,0,18,4
,30--34,157,3,1,16,7,162,0,0,17,3
,35--39,237,4,1,8,4,225,1,0,6,5
,40--44,242,1,0,7,3,262,1,1,7,3
,45--49,238,4,0,3,2,239,2,2,1,2
,50--54,194,1,4,2,1,208,1,0,5,0
,55--59,166,0,0,1,0,142,0,0,2,1
,60--64,81,0,0,0,0,83,0,0,1,0
,65--69,75,0,1,2,1,65,0,0,2,1
,70--74,58,2,0,1,0,67,1,0,0,0
,75--79,40,0,0,1,0,39,0,0,0,0
,80--84,20,0,0,0,0,27,0,0,0,0
,85+,16,0,0,0,0,41,0,0,0,0
Wilton,0--4,686,3,0,22,12,616,4,0,30,9
,5--9,896,5,1,27,12,762,2,0,18,15
,10--14,848,7,1,26,11,719,4,3,27,16
,15--19,486,6,0,20,2,428,2,0,20,11
,20--24,125,0,0,6,0,166,3,0,6,4
,25--29,140,0,1,7,4,169,6,0,7,3
,30--34,338,1,0,14,9,424,2,1,27,15
,35--39,628,5,1,20,17,781,11,1,25,20
,40--44,837,3,0,28,11,885,4,0,32,17
,45--49,778,4,0,20,18,813,8,1,27,10
,50--54,682,4,0,16,9,703,13,2,15,7
,55--59,523,5,1,13,1,541,6,0,10,12
,60--64,331,2,0,7,5,364,2,0,8,4
,65--69,288,3,0,6,1,253,0,0,4,2
,70--74,226,2,0,5,1,252,6,1,5,3
,75--79,137,1,0,0,1,226,0,0,2,0
,80--84,125,0,0,2,0,217,0,0,0,1
,85+,70,0,0,1,2,304,2,0,1,4
Winchester,0--4,287,6,0,11,12,251,6,1,6,26
,5--9,295,10,0,4,14,329,5,1,6,17
,10--14,368,6,1,0,26,329,9,0,4,19
,15--19,335,8,1,1,13,300,6,2,2,15
,20--24,230,2,1,4,9,235,3,2,4,13
,25--29,240,2,0,8,13,256,1,1,10,12
,30--34,353,5,1,6,9,336,3,1,4,15
,35--39,445,6,0,3,12,403,5,1,3,15
,40--44,444,9,2,1,20,451,6,2,3,16
,45--49,418,2,2,2,8,463,1,1,3,11
,50--54,376,2,1,2,7,384,0,2,3,7
,55--59,267,0,0,3,8,270,0,0,3,5
,60--64,198,1,0,1,1,227,4,2,1,5
,65--69,189,2,0,1,6,225,0,0,2,0
,70--74,153,1,0,1,3,217,1,0,0,2
,75--79,133,0,0,1,0,198,0,0,1,0
,80--84,97,0,0,1,0,151,1,0,0,2
,85+,57,0,0,1,0,176,0,0,2,0
Windham,0--4,307,35,6,12,365,310,39,2,9,386
,5--9,359,47,2,7,367,308,37,2,13,369
,10--14,365,35,1,8,339,352,40,3,5,297
,15--19,712,73,4,15,325,805,87,4,16,307
,20--24,842,103,6,34,362,851,110,9,31,311
,25--29,447,32,4,21,306,429,23,2,25,267
,30--34,410,31,0,16,264,441,32,8,20,257
,35--39,504,37,2,16,239,482,31,4,14,226
,40--44,529,37,7,6,168,619,31,6,8,162
,45--49,514,31,6,5,144,540,22,5,5,137
,50--54,496,14,6,4,101,542,12,6,9,136
,55--59,389,9,1,5,69,413,5,2,5,81
,60--64,285,6,1,3,49,278,4,0,0,45
,65--69,270,2,1,1,23,319,8,0,2,29
,70--74,252,2,0,0,14,381,9,1,1,28
,75--79,227,5,0,0,5,332,3,0,1,8
,80--84,146,0,0,0,8,297,3,1,0,16
,85+,101,0,0,1,9,337,1,0,0,7
Windsor,0--4,476,300,1,35,55,413,283,2,48,64
,5--9,501,343,1,35,72,465,383,2,38,71
,10--14,547,400,0,38,87,517,384,3,40,88
,15--19,536,313,0,40,74,451,314,2,28,70
,20--24,333,202,3,20,25,284,193,3,22,30
,25--29,401,159,1,26,39,375,192,3,56,62
,30--34,529,248,2,50,43,569,330,9,50,63
,35--39,675,305,1,47,56,729,415,6,43,79
,40--44,806,293,1,43,58,835,393,3,45,65
,45--49,797,262,0,40,65,800,357,2,53,59
,50--54,719,257,2,25,38,744,295,1,37,38
,55--59,565,194,1,22,20,628,219,0,14,22
,60--64,418,119,0,10,4,442,153,4,14,14
,65--69,326,78,0,7,13,387,97,1,8,10
,70--74,309,61,0,6,5,444,81,4,5,9
,75--79,308,51,0,1,1,498,59,1,7,7
,80--84,217,23,0,1,4,384,61,1,6,4
,85+,142,17,0,0,0,391,54,1,0,1
Windsor Locks,0--4,326,16,1,7,15,284,19,2,19,17
,5--9,328,22,0,15,10,378,9,0,17,18
,10--14,406,14,0,11,13,361,24,0,15,22
,15--19,342,14,0,12,14,305,12,3,8,17
,20--24,252,10,0,12,7,200,8,2,5,6
,25--29,259,9,1,9,7,323,16,1,16,12
,30--34,391,8,1,10,11,398,24,7,19,16
,35--39,515,17,1,23,17,523,15,0,15,10
,40--44,509,13,0,19,14,491,11,0,14,12
,45--49,430,10,0,15,7,391,12,0,13,6
,50--54,321,9,0,10,4,362,14,2,10,3
,55--59,295,7,0,9,2,273,7,0,8,1
,60--64,209,1,0,5,2,281,2,0,4,1
,65--69,242,3,0,1,3,298,4,0,5,2
,70--74,223,3,0,1,0,284,2,0,4,1
,75--79,195,3,0,0,0,270,4,0,0,0
,80--84,101,0,0,1,1,150,3,0,1,0
,85+,52,0,0,0,0,135,0,0,1,0
Wolcott,0--4,461,8,0,3,16,440,5,2,9,11
,5--9,552,9,1,7,19,555,6,1,0,13
,10--14,598,10,0,5,18,574,12,1,7,14
,15--19,449,7,2,2,15,404,12,2,7,11
,20--24,255,9,1,4,9,264,6,0,7,10
,25--29,315,4,0,4,9,321,6,2,8,8
,30--34,519,8,0,5,13,597,7,0,2,19
,35--39,725,4,0,7,8,704,9,1,5,8
,40--44,708,6,1,0,10,682,8,1,7,8
,45--49,570,11,1,4,8,548,7,2,8,7
,50--54,461,7,1,4,9,492,11,1,4,8
,55--59,414,11,1,6,5,436,10,1,4,3
,60--64,287,7,0,2,1,321,3,0,2,2
,65--69,255,2,0,0,3,289,5,0,0,3
,70--74,211,2,0,0,1,282,3,0,1,2
,75--79,171,1,0,1,1,250,1,0,0,1
,80--84,107,0,0,0,0,206,2,0,1,1
,85+,58,0,0,0,0,133,1,0,1,0
Woodbridge,0--4,243,6,0,11,8,208,6,0,16,5
,5--9,323,3,0,20,3,345,12,0,17,4
,10--14,392,10,0,26,10,352,9,0,26,5
,15--19,267,4,0,22,3,248,3,0,12,9
,20--24,83,4,0,10,1,95,2,0,3,6
,25--29,73,3,0,2,1,80,5,3,8,4
,30--34,143,8,0,11,2,161,2,3,15,5
,35--39,267,4,0,19,8,300,7,0,32,10
,40--44,374,4,0,28,4,401,4,0,33,7
,45--49,400,5,0,16,5,420,5,0,26,5
,50--54,357,4,0,25,1,342,6,0,23,4
,55--59,271,3,0,14,3,253,4,0,15,6
,60--64,189,3,0,14,6,187,4,0,6,2
,65--69,162,3,0,8,3,170,4,0,5,2
,70--74,163,2,0,4,1,200,6,0,5,1
,75--79,133,4,0,4,1,162,6,0,2,4
,80--84,75,1,0,1,0,135,1,0,3,0
,85+,73,0,0,1,1,164,0,0,0,0
Woodbury,0--4,247,0,1,0,3,267,3,1,4,9
,5--9,335,4,0,4,10,278,3,1,2,9
,10--14,346,3,0,5,5,314,3,1,7,12
,15--19,241,1,1,6,5,204,2,0,6,4
,20--24,131,0,0,2,3,127,1,0,1,0
,25--29,176,3,0,4,5,174,1,1,2,3
,30--34,290,2,2,7,4,287,2,1,4,10
,35--39,358,4,1,6,6,421,0,2,10,9
,40--44,421,3,2,4,6,447,3,0,3,6
,45--49,384,3,0,3,4,424,2,0,2,3
,50--54,402,1,1,1,5,418,0,0,7,4
,55--59,305,0,1,4,2,306,1,1,4,6
,60--64,199,1,0,3,3,217,0,0,3,1
,65--69,153,2,0,1,1,171,1,2,1,0
,70--74,152,0,0,1,1,155,1,0,0,0
,75--79,102,0,1,0,2,148,0,0,1,3
,80--84,59,0,1,1,1,110,0,0,0,0
,85+,42,0,0,0,1,86,0,0,0,1
Woodstock,0--4,194,2,0,1,9,181,2,0,0,3
,5--9,276,1,1,1,4,235,2,2,2,4
,10--14,311,0,0,1,8,290,2,0,3,0
,15--19,253,0,2,1,4,235,2,1,3,0
,20--24,122,1,0,0,2,113,1,1,3,1
,25--29,137,0,2,0,1,154,1,0,1,1
,30--34,214,1,0,1,2,230,0,1,2,5
,35--39,322,0,2,5,0,358,0,1,3,2
,40--44,341,2,5,0,3,365,0,0,0,1
,45--49,337,1,2,2,1,330,0,1,1,3
,50--54,284,1,0,1,0,273,0,4,1,1
,55--59,207,2,0,0,1,194,1,0,0,1
,60--64,129,0,0,0,0,119,0,2,0,0
,65--69,113,1,2,1,0,126,0,0,1,1
,70--74,108,0,0,0,0,109,0,0,0,1
,75--79,73,0,0,0,0,106,0,0,0,0
,80--84,62,0,0,0,0,96,0,0,0,0
,85+,32,0,0,0,0,68,0,0,0,0
,,,,,,,,,,,
"Suggested Citation:  Mueller LM, Backus KM, Stone CL. (2007) Town-level bridged race estimates for Connecticut, July 1 2000, 
                                                Connecticut Department of Public Health, Health Care Quality Statistics Analysis & Reporting, Hartford, CT.",,,,,,,,,,,
